DATE OCC,AREA ,AREA NAME,Part 1-2,Crm Cd,Crm Cd Desc,DR_NO
2011,09,Van Nuys,2,625,OTHER ASSAULT,7
2011,20,Olympic,1,121,"RAPE, FORCIBLE",37
2016,02,Rampart,2,903,CONTEMPT OF COURT,16
2012,06,Hollywood,2,664,"BUNCO, PETTY THEFT",13
2016,06,Hollywood,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",15
2018,19,Mission,1,351,PURSE SNATCHING,3
2010,03,Southwest,2,354,THEFT OF IDENTITY,726
2015,13,Newton,1,121,"RAPE, FORCIBLE",47
2014,12,77th Street,1,121,"RAPE, FORCIBLE",88
2016,07,Wilshire,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",280
2016,07,Wilshire,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",45
2012,21,Topanga,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",207
2017,11,Northeast,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,73
2014,18,Southeast,2,623,BATTERY POLICE (SIMPLE),17
2018,01,Central,2,910,KIDNAPPING,6
2019,01,Central,1,330,BURGLARY FROM VEHICLE,1300
2014,06,Hollywood,2,886,DISTURBING THE PEACE,8
2010,13,Newton,1,510,VEHICLE - STOLEN,1236
2018,13,Newton,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,280
2010,09,Van Nuys,2,623,BATTERY POLICE (SIMPLE),7
2019,04,Hollenbeck,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,3
2019,08,West LA,1,330,BURGLARY FROM VEHICLE,890
2017,21,Topanga,2,660,COUNTERFEIT,2
2011,09,Van Nuys,2,886,DISTURBING THE PEACE,24
2011,07,Wilshire,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",202
2018,05,Harbor,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),119
2013,13,Newton,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),69
2010,17,Devonshire,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,6
2011,08,West LA,1,441,THEFT PLAIN - ATTEMPT,8
2015,02,Rampart,1,520,VEHICLE - ATTEMPT STOLEN,12
2018,12,77th Street,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,50
2013,12,77th Street,1,510,VEHICLE - STOLEN,1175
2011,12,77th Street,2,237,CHILD NEGLECT (SEE 300 W.I.C.),49
2016,11,Northeast,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,9
2012,08,West LA,1,251,SHOTS FIRED AT INHABITED DWELLING,4
2011,02,Rampart,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),402
2018,13,Newton,2,910,KIDNAPPING,6
2011,21,Topanga,2,622,BATTERY ON A FIREFIGHTER,1
2017,08,West LA,2,755,BOMB SCARE,17
2015,16,Foothill,1,121,"RAPE, FORCIBLE",37
2010,01,Central,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),7
2010,16,Foothill,1,320,"BURGLARY, ATTEMPTED",65
2014,18,Southeast,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,15
2011,09,Van Nuys,1,351,PURSE SNATCHING,7
2013,01,Central,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2
2019,03,Southwest,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,6
2017,09,Van Nuys,2,814,CHILD PORNOGRAPHY,4
2019,09,Van Nuys,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1
2019,07,Wilshire,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),266
2010,16,Foothill,2,806,PANDERING,1
2014,01,Central,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",2
2019,07,Wilshire,1,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",2
2019,10,West Valley,2,954,CONTRIBUTING,1
2010,04,Hollenbeck,1,320,"BURGLARY, ATTEMPTED",29
2019,13,Newton,2,890,FAILURE TO YIELD,7
2017,06,Hollywood,2,806,PANDERING,5
2011,13,Newton,1,440,THEFT PLAIN - PETTY ($950 & UNDER),415
2014,05,Harbor,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),402
2015,18,Southeast,2,805,PIMPING,12
2010,17,Devonshire,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,205
2016,01,Central,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),91
2018,03,Southwest,2,882,INCITING A RIOT,1
2016,20,Olympic,2,850,INDECENT EXPOSURE,17
2013,09,Van Nuys,2,649,DOCUMENT FORGERY / STOLEN FELONY,165
2017,21,Topanga,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,17
2018,10,West Valley,2,625,OTHER ASSAULT,35
2012,08,West LA,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),505
2019,06,Hollywood,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,12
2016,18,Southeast,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,18
2018,04,Hollenbeck,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),2
2010,07,Wilshire,2,840,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",1
2012,20,Olympic,1,350,"THEFT, PERSON",159
2011,09,Van Nuys,2,347,GRAND THEFT / INSURANCE FRAUD,1
2019,16,Foothill,1,251,SHOTS FIRED AT INHABITED DWELLING,6
2013,09,Van Nuys,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",363
2010,06,Hollywood,1,441,THEFT PLAIN - ATTEMPT,6
2013,19,Mission,2,660,COUNTERFEIT,3
2015,19,Mission,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",45
2012,11,Northeast,1,351,PURSE SNATCHING,1
2014,09,Van Nuys,2,662,"BUNCO, GRAND THEFT",10
2016,10,West Valley,1,110,CRIMINAL HOMICIDE,5
2016,13,Newton,2,762,LEWD CONDUCT,8
2010,13,Newton,2,943,CRUELTY TO ANIMALS,25
2013,18,Southeast,2,840,"BEASTIALITY, CRIME AGAINST NATURE SEXUAL ASSLT WITH ANIM",1
2013,05,Harbor,1,450,THEFT FROM PERSON - ATTEMPT,2
2017,05,Harbor,2,933,PROWLER,2
2016,13,Newton,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),517
2016,12,77th Street,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,19
2011,12,77th Street,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",485
2017,14,Pacific,2,753,DISCHARGE FIREARMS/SHOTS FIRED,11
2013,12,77th Street,2,354,THEFT OF IDENTITY,691
2013,19,Mission,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",11
2011,01,Central,2,755,BOMB SCARE,16
2018,05,Harbor,2,928,THREATENING PHONE CALLS/LETTERS,5
2015,02,Rampart,2,865,"DRUGS, TO A MINOR",1
2014,04,Hollenbeck,2,434,FALSE IMPRISONMENT,7
2015,06,Hollywood,1,220,ATTEMPTED ROBBERY,53
2013,08,West LA,2,664,"BUNCO, PETTY THEFT",5
2017,02,Rampart,1,440,THEFT PLAIN - PETTY ($950 & UNDER),558
2013,03,Southwest,2,437,RESISTING ARREST,15
2015,12,77th Street,2,664,"BUNCO, PETTY THEFT",46
2018,14,Pacific,2,756,WEAPONS POSSESSION/BOMBING,1
2013,08,West LA,1,310,BURGLARY,859
2019,14,Pacific,2,623,BATTERY POLICE (SIMPLE),28
2019,06,Hollywood,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1
2015,14,Pacific,2,903,CONTEMPT OF COURT,30
2015,01,Central,2,850,INDECENT EXPOSURE,29
2015,04,Hollenbeck,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),42
2011,13,Newton,1,210,ROBBERY,843
2013,10,West Valley,1,761,BRANDISH WEAPON,39
2016,18,Southeast,2,434,FALSE IMPRISONMENT,11
2011,13,Newton,1,441,THEFT PLAIN - ATTEMPT,3
2011,15,N Hollywood,2,860,BATTERY WITH SEXUAL CONTACT,40
2014,18,Southeast,2,237,CHILD NEGLECT (SEE 300 W.I.C.),35
2016,08,West LA,2,901,VIOLATION OF RESTRAINING ORDER,60
2019,02,Rampart,2,762,LEWD CONDUCT,6
2012,17,Devonshire,2,954,CONTRIBUTING,9
2013,17,Devonshire,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,54
2011,07,Wilshire,2,880,DISRUPT SCHOOL,1
2012,17,Devonshire,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",15
2014,09,Van Nuys,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),348
2018,19,Mission,1,350,"THEFT, PERSON",38
2012,13,Newton,2,901,VIOLATION OF RESTRAINING ORDER,33
2012,07,Wilshire,2,438,RECKLESS DRIVING,1
2018,05,Harbor,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),489
2018,01,Central,2,943,CRUELTY TO ANIMALS,5
2011,05,Harbor,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,9
2011,12,77th Street,1,520,VEHICLE - ATTEMPT STOLEN,15
2015,04,Hollenbeck,2,888,TRESPASSING,50
2011,18,Southeast,2,944,CONSPIRACY,1
2014,19,Mission,1,440,THEFT PLAIN - PETTY ($950 & UNDER),570
2013,11,Northeast,2,920,KIDNAPPING - GRAND ATTEMPT,2
2010,10,West Valley,1,820,ORAL COPULATION,7
2017,11,Northeast,1,251,SHOTS FIRED AT INHABITED DWELLING,13
2012,09,Van Nuys,2,623,BATTERY POLICE (SIMPLE),22
2016,18,Southeast,2,437,RESISTING ARREST,38
2012,12,77th Street,2,860,BATTERY WITH SEXUAL CONTACT,50
2018,10,West Valley,2,900,VIOLATION OF COURT ORDER,51
2011,07,Wilshire,2,888,TRESPASSING,55
2015,15,N Hollywood,2,660,COUNTERFEIT,6
2012,10,West Valley,1,350,"THEFT, PERSON",29
2015,19,Mission,1,470,TILL TAP - GRAND THEFT ($950.01 & OVER),1
2010,06,Hollywood,2,860,BATTERY WITH SEXUAL CONTACT,55
2019,13,Newton,2,237,CHILD NEGLECT (SEE 300 W.I.C.),15
2018,21,Topanga,2,922,CHILD STEALING,6
2014,07,Wilshire,2,661,UNAUTHORIZED COMPUTER ACCESS,4
2019,09,Van Nuys,2,805,PIMPING,4
2016,10,West Valley,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),270
2015,16,Foothill,2,661,UNAUTHORIZED COMPUTER ACCESS,1
2011,06,Hollywood,1,352,PICKPOCKET,3
2014,11,Northeast,2,943,CRUELTY TO ANIMALS,14
2017,05,Harbor,2,763,STALKING,6
2011,09,Van Nuys,1,440,THEFT PLAIN - PETTY ($950 & UNDER),821
2014,11,Northeast,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",19
2012,21,Topanga,2,649,DOCUMENT FORGERY / STOLEN FELONY,96
2013,04,Hollenbeck,2,850,INDECENT EXPOSURE,14
2011,19,Mission,1,121,"RAPE, FORCIBLE",44
2014,07,Wilshire,1,351,PURSE SNATCHING,2
2010,16,Foothill,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",1
2019,03,Southwest,1,121,"RAPE, FORCIBLE",75
2018,17,Devonshire,2,928,THREATENING PHONE CALLS/LETTERS,13
2015,20,Olympic,2,762,LEWD CONDUCT,3
2013,05,Harbor,2,660,COUNTERFEIT,4
2016,03,Southwest,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),17
2018,09,Van Nuys,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,6
2010,18,Southeast,1,220,ATTEMPTED ROBBERY,99
2014,15,N Hollywood,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,10
2013,19,Mission,2,813,CHILD ANNOYING (17YRS & UNDER),59
2018,09,Van Nuys,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),450
2012,19,Mission,2,439,FALSE POLICE REPORT,2
2016,20,Olympic,2,900,VIOLATION OF COURT ORDER,72
2016,11,Northeast,2,922,CHILD STEALING,2
2017,11,Northeast,1,761,BRANDISH WEAPON,70
2019,08,West LA,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),124
2018,12,77th Street,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,18
2014,01,Central,2,756,WEAPONS POSSESSION/BOMBING,1
2019,09,Van Nuys,2,888,TRESPASSING,144
2013,17,Devonshire,1,820,ORAL COPULATION,9
2016,12,77th Street,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,14
2014,12,77th Street,2,900,VIOLATION OF COURT ORDER,209
2019,04,Hollenbeck,2,882,INCITING A RIOT,1
2014,15,N Hollywood,1,352,PICKPOCKET,2
2012,16,Foothill,1,480,BIKE - STOLEN,47
2018,06,Hollywood,2,813,CHILD ANNOYING (17YRS & UNDER),9
2017,07,Wilshire,1,451,PURSE SNATCHING - ATTEMPT,1
2017,07,Wilshire,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,10
2013,02,Rampart,2,940,EXTORTION,8
2017,03,Southwest,2,933,PROWLER,18
2012,03,Southwest,1,441,THEFT PLAIN - ATTEMPT,8
2011,07,Wilshire,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,16
2012,12,77th Street,2,850,INDECENT EXPOSURE,10
2015,14,Pacific,2,662,"BUNCO, GRAND THEFT",58
2015,11,Northeast,2,932,PEEPING TOM,9
2017,18,Southeast,1,443,SHOPLIFTING - ATTEMPT,1
2018,05,Harbor,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",33
2013,14,Pacific,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,217
2017,20,Olympic,2,940,EXTORTION,21
2011,17,Devonshire,1,487,BOAT - STOLEN,6
2017,17,Devonshire,2,434,FALSE IMPRISONMENT,2
2017,21,Topanga,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),302
2011,14,Pacific,2,901,VIOLATION OF RESTRAINING ORDER,79
2017,12,77th Street,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",59
2012,01,Central,1,350,"THEFT, PERSON",148
2013,11,Northeast,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,7
2019,02,Rampart,2,946,OTHER MISCELLANEOUS CRIME,46
2011,11,Northeast,1,220,ATTEMPTED ROBBERY,44
2012,18,Southeast,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",5
2019,20,Olympic,2,890,FAILURE TO YIELD,3
2015,16,Foothill,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,10
2015,10,West Valley,1,648,ARSON,13
2014,16,Foothill,1,320,"BURGLARY, ATTEMPTED",28
2010,15,N Hollywood,1,110,CRIMINAL HOMICIDE,13
2010,14,Pacific,2,662,"BUNCO, GRAND THEFT",14
2011,14,Pacific,1,648,ARSON,13
2018,09,Van Nuys,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,124
2014,14,Pacific,2,625,OTHER ASSAULT,4
2011,05,Harbor,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),418
2013,09,Van Nuys,1,251,SHOTS FIRED AT INHABITED DWELLING,2
2015,13,Newton,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",190
2012,11,Northeast,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",16
2017,02,Rampart,2,762,LEWD CONDUCT,6
2011,06,Hollywood,2,910,KIDNAPPING,10
2011,06,Hollywood,2,813,CHILD ANNOYING (17YRS & UNDER),9
2016,02,Rampart,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,6
2015,06,Hollywood,2,623,BATTERY POLICE (SIMPLE),39
2016,12,77th Street,2,660,COUNTERFEIT,3
2012,07,Wilshire,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),2
2015,11,Northeast,1,510,VEHICLE - STOLEN,856
2019,14,Pacific,2,437,RESISTING ARREST,55
2010,06,Hollywood,2,900,VIOLATION OF COURT ORDER,66
2010,15,N Hollywood,1,310,BURGLARY,904
2017,13,Newton,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),94
2016,03,Southwest,2,928,THREATENING PHONE CALLS/LETTERS,10
2015,11,Northeast,2,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",1
2010,16,Foothill,2,903,CONTEMPT OF COURT,2
2016,04,Hollenbeck,2,860,BATTERY WITH SEXUAL CONTACT,57
2014,18,Southeast,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,3
2010,07,Wilshire,2,623,BATTERY POLICE (SIMPLE),9
2019,11,Northeast,2,664,"BUNCO, PETTY THEFT",54
2017,12,77th Street,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",213
2011,20,Olympic,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,1
2016,14,Pacific,1,761,BRANDISH WEAPON,53
2012,20,Olympic,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,9
2013,19,Mission,2,946,OTHER MISCELLANEOUS CRIME,97
2010,13,Newton,2,649,DOCUMENT FORGERY / STOLEN FELONY,60
2016,12,77th Street,1,450,THEFT FROM PERSON - ATTEMPT,3
2012,14,Pacific,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,7
2014,06,Hollywood,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2
2018,12,77th Street,2,437,RESISTING ARREST,30
2016,10,West Valley,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,205
2011,08,West LA,2,625,OTHER ASSAULT,2
2015,18,Southeast,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),600
2013,18,Southeast,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",192
2017,17,Devonshire,2,439,FALSE POLICE REPORT,3
2011,05,Harbor,1,510,VEHICLE - STOLEN,1003
2014,21,Topanga,2,624,BATTERY - SIMPLE ASSAULT,593
2014,16,Foothill,2,900,VIOLATION OF COURT ORDER,37
2013,17,Devonshire,1,474,"THEFT, COIN MACHINE - PETTY ($950 & UNDER)",3
2010,02,Rampart,2,625,OTHER ASSAULT,2
2013,14,Pacific,2,813,CHILD ANNOYING (17YRS & UNDER),23
2017,18,Southeast,2,660,COUNTERFEIT,1
2014,01,Central,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),3
2017,07,Wilshire,2,860,BATTERY WITH SEXUAL CONTACT,65
2019,08,West LA,2,860,BATTERY WITH SEXUAL CONTACT,55
2012,13,Newton,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",11
2018,14,Pacific,1,443,SHOPLIFTING - ATTEMPT,2
2018,08,West LA,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),237
2017,19,Mission,1,220,ATTEMPTED ROBBERY,42
2019,02,Rampart,1,444,DISHONEST EMPLOYEE - PETTY THEFT,1
2013,09,Van Nuys,2,940,EXTORTION,3
2017,17,Devonshire,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1
2016,05,Harbor,1,210,ROBBERY,326
2016,14,Pacific,1,210,ROBBERY,299
2019,14,Pacific,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",930
2014,06,Hollywood,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,9
2016,12,77th Street,2,910,KIDNAPPING,31
2015,18,Southeast,2,625,OTHER ASSAULT,3
2010,18,Southeast,2,870,CHILD ABANDONMENT,1
2012,06,Hollywood,2,660,COUNTERFEIT,6
2015,11,Northeast,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",1
2015,02,Rampart,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),128
2012,15,N Hollywood,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),640
2019,19,Mission,1,251,SHOTS FIRED AT INHABITED DWELLING,9
2017,02,Rampart,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),168
2019,07,Wilshire,2,439,FALSE POLICE REPORT,3
2017,11,Northeast,2,755,BOMB SCARE,7
2011,06,Hollywood,1,210,ROBBERY,405
2014,06,Hollywood,1,350,"THEFT, PERSON",104
2011,05,Harbor,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",4
2010,10,West Valley,2,763,STALKING,8
2015,06,Hollywood,1,210,ROBBERY,384
2015,20,Olympic,2,900,VIOLATION OF COURT ORDER,64
2010,03,Southwest,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",3
2015,01,Central,1,761,BRANDISH WEAPON,82
2019,17,Devonshire,2,932,PEEPING TOM,7
2013,06,Hollywood,1,121,"RAPE, FORCIBLE",59
2013,13,Newton,1,520,VEHICLE - ATTEMPT STOLEN,15
2016,15,N Hollywood,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),715
2017,08,West LA,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,7
2016,01,Central,2,237,CHILD NEGLECT (SEE 300 W.I.C.),10
2016,16,Foothill,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2013,12,77th Street,1,761,BRANDISH WEAPON,57
2018,12,77th Street,2,434,FALSE IMPRISONMENT,9
2019,07,Wilshire,2,647,THROWING OBJECT AT MOVING VEHICLE,5
2014,19,Mission,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,17
2015,11,Northeast,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",109
2017,11,Northeast,2,237,CHILD NEGLECT (SEE 300 W.I.C.),6
2016,18,Southeast,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,9
2014,03,Southwest,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),2
2010,02,Rampart,2,850,INDECENT EXPOSURE,20
2017,01,Central,2,910,KIDNAPPING,5
2014,17,Devonshire,1,110,CRIMINAL HOMICIDE,2
2010,09,Van Nuys,2,647,THROWING OBJECT AT MOVING VEHICLE,8
2015,02,Rampart,2,920,KIDNAPPING - GRAND ATTEMPT,4
2016,18,Southeast,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",3
2017,18,Southeast,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2
2011,18,Southeast,2,660,COUNTERFEIT,2
2011,15,N Hollywood,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",420
2014,07,Wilshire,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",333
2018,12,77th Street,2,814,CHILD PORNOGRAPHY,7
2018,05,Harbor,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",9
2017,09,Van Nuys,1,471,TILL TAP - PETTY ($950 & UNDER),10
2014,15,N Hollywood,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,35
2015,05,Harbor,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",458
2013,04,Hollenbeck,1,820,ORAL COPULATION,5
2013,11,Northeast,1,110,CRIMINAL HOMICIDE,9
2012,20,Olympic,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),69
2017,03,Southwest,2,666,"BUNCO, ATTEMPT",14
2016,11,Northeast,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2017,11,Northeast,2,903,CONTEMPT OF COURT,16
2017,04,Hollenbeck,2,886,DISTURBING THE PEACE,2
2018,02,Rampart,2,933,PROWLER,1
2018,03,Southwest,2,437,RESISTING ARREST,2
2018,01,Central,2,439,FALSE POLICE REPORT,4
2013,10,West Valley,2,903,CONTEMPT OF COURT,2
2011,20,Olympic,1,473,"THEFT, COIN MACHINE - GRAND ($950.01 & OVER)",1
2011,18,Southeast,2,623,BATTERY POLICE (SIMPLE),32
2011,17,Devonshire,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),32
2011,19,Mission,1,761,BRANDISH WEAPON,35
2011,02,Rampart,1,251,SHOTS FIRED AT INHABITED DWELLING,17
2010,15,N Hollywood,2,647,THROWING OBJECT AT MOVING VEHICLE,13
2010,01,Central,2,946,OTHER MISCELLANEOUS CRIME,326
2016,11,Northeast,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),45
2010,02,Rampart,2,813,CHILD ANNOYING (17YRS & UNDER),34
2019,19,Mission,2,943,CRUELTY TO ANIMALS,6
2016,20,Olympic,1,520,VEHICLE - ATTEMPT STOLEN,18
2011,03,Southwest,1,121,"RAPE, FORCIBLE",55
2010,10,West Valley,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,7
2018,15,N Hollywood,2,952,ABORTION/ILLEGAL,1
2014,18,Southeast,2,928,THREATENING PHONE CALLS/LETTERS,2
2016,19,Mission,1,351,PURSE SNATCHING,3
2011,10,West Valley,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,270
2014,21,Topanga,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,6
2011,07,Wilshire,2,347,GRAND THEFT / INSURANCE FRAUD,2
2013,03,Southwest,1,761,BRANDISH WEAPON,45
2018,11,Northeast,2,870,CHILD ABANDONMENT,2
2012,04,Hollenbeck,2,813,CHILD ANNOYING (17YRS & UNDER),44
2014,09,Van Nuys,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",15
2016,20,Olympic,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,650
2017,09,Van Nuys,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",16
2018,08,West LA,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1
2017,02,Rampart,2,949,ILLEGAL DUMPING,2
2019,13,Newton,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,6
2011,11,Northeast,1,350,"THEFT, PERSON",32
2012,04,Hollenbeck,2,943,CRUELTY TO ANIMALS,12
2016,06,Hollywood,2,890,FAILURE TO YIELD,2
2019,19,Mission,2,755,BOMB SCARE,2
2017,12,77th Street,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),22
2014,14,Pacific,2,812,CRM AGNST CHLD (13 OR UNDER) (14-15 & SUSP 10 YRS OLDER),29
2011,10,West Valley,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),11
2016,10,West Valley,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,89
2015,02,Rampart,1,320,"BURGLARY, ATTEMPTED",30
2011,10,West Valley,1,350,"THEFT, PERSON",26
2013,02,Rampart,1,345,DISHONEST EMPLOYEE - GRAND THEFT,1
2019,19,Mission,1,485,BIKE - ATTEMPTED STOLEN,1
2015,18,Southeast,2,920,KIDNAPPING - GRAND ATTEMPT,4
2018,10,West Valley,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,29
