DATE OCC,AREA,AREA NAME,Part 1-2,Crm Cd,Crm Cd Desc,DR_NO
2021,10,West Valley,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",4
2021,21,Topanga,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2
2021,06,Hollywood,2,661,UNAUTHORIZED COMPUTER ACCESS,5
2020,17,Devonshire,2,860,BATTERY WITH SEXUAL CONTACT,27
2021,11,Northeast,2,439,FALSE POLICE REPORT,1
2022,16,Foothill,2,666,"BUNCO, ATTEMPT",2
2021,18,Southeast,1,352,PICKPOCKET,1
2021,02,Rampart,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",7
2020,02,Rampart,2,888,TRESPASSING,78
2021,07,Wilshire,1,350,"THEFT, PERSON",43
2022,21,Topanga,2,900,VIOLATION OF COURT ORDER,57
2021,15,N Hollywood,2,946,OTHER MISCELLANEOUS CRIME,78
2020,01,Central,1,475,"THEFT, COIN MACHINE - ATTEMPT",1
2020,18,Southeast,2,622,BATTERY ON A FIREFIGHTER,1
2020,15,N Hollywood,1,122,"RAPE, ATTEMPTED",2
2020,15,N Hollywood,1,520,VEHICLE - ATTEMPT STOLEN,22
2021,02,Rampart,2,762,LEWD CONDUCT,8
2022,20,Olympic,2,860,BATTERY WITH SEXUAL CONTACT,44
2020,08,West LA,2,762,LEWD CONDUCT,5
2022,06,Hollywood,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",2
2021,02,Rampart,1,210,ROBBERY,444
2021,15,N Hollywood,1,487,BOAT - STOLEN,1
2021,08,West LA,1,113,"MANSLAUGHTER, NEGLIGENT",1
2021,13,Newton,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),308
2020,05,Harbor,2,660,COUNTERFEIT,2
2021,14,Pacific,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),788
2020,09,Van Nuys,1,450,THEFT FROM PERSON - ATTEMPT,1
2022,05,Harbor,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",4
2021,12,77th Street,1,648,ARSON,68
2020,12,77th Street,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,376
2020,07,Wilshire,2,647,THROWING OBJECT AT MOVING VEHICLE,6
2022,18,Southeast,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",14
2020,14,Pacific,1,351,PURSE SNATCHING,2
2022,11,Northeast,2,755,BOMB SCARE,8
2020,08,West LA,2,237,CHILD NEGLECT (SEE 300 W.I.C.),7
2020,19,Mission,2,625,OTHER ASSAULT,29
2021,02,Rampart,2,624,BATTERY - SIMPLE ASSAULT,890
2022,07,Wilshire,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,27
2020,14,Pacific,2,622,BATTERY ON A FIREFIGHTER,2
2021,06,Hollywood,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),3
2021,07,Wilshire,2,624,BATTERY - SIMPLE ASSAULT,674
2020,01,Central,1,330,BURGLARY FROM VEHICLE,1190
2022,20,Olympic,1,351,PURSE SNATCHING,1
2020,12,77th Street,2,753,DISCHARGE FIREARMS/SHOTS FIRED,89
2021,18,Southeast,1,480,BIKE - STOLEN,6
2020,06,Hollywood,1,352,PICKPOCKET,4
2021,11,Northeast,1,110,CRIMINAL HOMICIDE,20
2021,01,Central,2,237,CHILD NEGLECT (SEE 300 W.I.C.),9
2020,02,Rampart,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),1
2021,03,Southwest,1,440,THEFT PLAIN - PETTY ($950 & UNDER),574
2020,15,N Hollywood,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),294
2020,17,Devonshire,2,950,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, OVER $950.01",1
2020,06,Hollywood,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2
2022,06,Hollywood,2,920,KIDNAPPING - GRAND ATTEMPT,1
2020,02,Rampart,1,320,"BURGLARY, ATTEMPTED",22
2021,11,Northeast,2,662,"BUNCO, GRAND THEFT",73
2020,10,West Valley,1,350,"THEFT, PERSON",10
2021,21,Topanga,1,251,SHOTS FIRED AT INHABITED DWELLING,8
2021,12,77th Street,1,110,CRIMINAL HOMICIDE,63
2020,21,Topanga,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",442
2020,01,Central,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",798
2020,21,Topanga,2,944,CONSPIRACY,1
2020,21,Topanga,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),200
2020,16,Foothill,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",52
2020,18,Southeast,1,330,BURGLARY FROM VEHICLE,431
2022,09,Van Nuys,1,121,"RAPE, FORCIBLE",17
2022,01,Central,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,3
2022,17,Devonshire,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,79
2020,08,West LA,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",401
2020,20,Olympic,2,943,CRUELTY TO ANIMALS,1
2021,11,Northeast,2,946,OTHER MISCELLANEOUS CRIME,42
2022,12,77th Street,2,670,"EMBEZZLEMENT, PETTY THEFT ($950 & UNDER)",2
2020,16,Foothill,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",1
2021,10,West Valley,1,320,"BURGLARY, ATTEMPTED",45
2021,12,77th Street,1,520,VEHICLE - ATTEMPT STOLEN,43
2021,13,Newton,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,1
2020,07,Wilshire,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),289
2022,06,Hollywood,2,666,"BUNCO, ATTEMPT",3
2020,02,Rampart,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,194
2022,16,Foothill,1,121,"RAPE, FORCIBLE",22
2021,04,Hollenbeck,1,310,BURGLARY,353
2022,14,Pacific,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",191
2022,01,Central,2,922,CHILD STEALING,2
2021,11,Northeast,2,647,THROWING OBJECT AT MOVING VEHICLE,6
2021,20,Olympic,2,814,CHILD PORNOGRAPHY,1
2021,02,Rampart,1,520,VEHICLE - ATTEMPT STOLEN,29
2022,19,Mission,2,888,TRESPASSING,84
2020,01,Central,1,210,ROBBERY,471
2021,14,Pacific,2,850,INDECENT EXPOSURE,8
2022,16,Foothill,2,888,TRESPASSING,63
2021,11,Northeast,2,900,VIOLATION OF COURT ORDER,107
2021,20,Olympic,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),4
2021,05,Harbor,2,446,PETTY THEFT - AUTO REPAIR,1
2022,19,Mission,1,820,ORAL COPULATION,5
2022,02,Rampart,1,350,"THEFT, PERSON",67
2021,20,Olympic,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,3
2020,17,Devonshire,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",2
2021,03,Southwest,1,320,"BURGLARY, ATTEMPTED",60
2021,20,Olympic,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,652
2022,14,Pacific,2,860,BATTERY WITH SEXUAL CONTACT,48
2022,10,West Valley,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),224
2020,19,Mission,1,441,THEFT PLAIN - ATTEMPT,1
2020,19,Mission,2,940,EXTORTION,29
2020,21,Topanga,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",221
2021,01,Central,2,904,FIREARMS EMERGENCY PROTECTIVE ORDER (FIREARMS EPO),1
2021,07,Wilshire,2,900,VIOLATION OF COURT ORDER,106
2020,06,Hollywood,1,350,"THEFT, PERSON",57
2020,04,Hollenbeck,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),208
2021,05,Harbor,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,50
2022,15,N Hollywood,2,940,EXTORTION,21
2021,21,Topanga,1,350,"THEFT, PERSON",19
2021,21,Topanga,2,624,BATTERY - SIMPLE ASSAULT,557
2020,07,Wilshire,2,439,FALSE POLICE REPORT,4
2020,13,Newton,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",696
2022,08,West LA,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1
2022,07,Wilshire,2,660,COUNTERFEIT,2
2021,04,Hollenbeck,2,900,VIOLATION OF COURT ORDER,105
2022,05,Harbor,1,122,"RAPE, ATTEMPTED",2
2020,12,77th Street,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",2
2021,18,Southeast,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,21
2020,08,West LA,2,437,RESISTING ARREST,5
2021,07,Wilshire,1,443,SHOPLIFTING - ATTEMPT,1
2022,11,Northeast,2,860,BATTERY WITH SEXUAL CONTACT,23
2022,07,Wilshire,2,762,LEWD CONDUCT,12
2020,09,Van Nuys,2,622,BATTERY ON A FIREFIGHTER,1
2022,17,Devonshire,1,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",8
2020,07,Wilshire,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,77
2022,01,Central,1,520,VEHICLE - ATTEMPT STOLEN,37
2022,19,Mission,1,110,CRIMINAL HOMICIDE,9
2021,08,West LA,2,437,RESISTING ARREST,5
2020,14,Pacific,2,437,RESISTING ARREST,24
2020,21,Topanga,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,436
2022,16,Foothill,1,110,CRIMINAL HOMICIDE,12
2021,19,Mission,1,487,BOAT - STOLEN,1
2021,16,Foothill,2,940,EXTORTION,19
2022,07,Wilshire,2,756,WEAPONS POSSESSION/BOMBING,1
2021,13,Newton,2,435,LYNCHING,1
2021,01,Central,2,651,DOCUMENT WORTHLESS ($200.01 & OVER),1
2020,01,Central,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,23
2020,09,Van Nuys,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,3
2021,20,Olympic,1,443,SHOPLIFTING - ATTEMPT,2
2021,12,77th Street,2,933,PROWLER,1
2022,04,Hollenbeck,1,110,CRIMINAL HOMICIDE,32
2021,16,Foothill,2,920,KIDNAPPING - GRAND ATTEMPT,3
2022,16,Foothill,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",61
2022,04,Hollenbeck,1,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",2
2021,16,Foothill,2,647,THROWING OBJECT AT MOVING VEHICLE,9
2021,18,Southeast,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",3
2020,17,Devonshire,2,865,"DRUGS, TO A MINOR",1
2021,13,Newton,1,450,THEFT FROM PERSON - ATTEMPT,2
2021,03,Southwest,1,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),133
2021,12,77th Street,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,7
2020,13,Newton,2,928,THREATENING PHONE CALLS/LETTERS,4
2020,20,Olympic,2,928,THREATENING PHONE CALLS/LETTERS,35
2020,10,West Valley,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,193
2021,07,Wilshire,2,944,CONSPIRACY,1
2022,20,Olympic,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,8
2021,05,Harbor,1,330,BURGLARY FROM VEHICLE,394
2021,15,N Hollywood,2,949,ILLEGAL DUMPING,2
2022,16,Foothill,1,220,ATTEMPTED ROBBERY,23
2021,02,Rampart,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,214
2021,19,Mission,1,251,SHOTS FIRED AT INHABITED DWELLING,5
2021,16,Foothill,1,520,VEHICLE - ATTEMPT STOLEN,16
2021,17,Devonshire,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),428
2021,10,West Valley,2,664,"BUNCO, PETTY THEFT",32
2022,06,Hollywood,1,110,CRIMINAL HOMICIDE,11
2022,15,N Hollywood,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",6
2020,04,Hollenbeck,1,520,VEHICLE - ATTEMPT STOLEN,51
2021,21,Topanga,2,933,PROWLER,4
2020,15,N Hollywood,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",8
2021,19,Mission,1,121,"RAPE, FORCIBLE",38
2022,01,Central,1,761,BRANDISH WEAPON,281
2021,19,Mission,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,130
2022,13,Newton,1,648,ARSON,49
2021,06,Hollywood,2,354,THEFT OF IDENTITY,584
2020,12,77th Street,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,17
2022,19,Mission,2,647,THROWING OBJECT AT MOVING VEHICLE,7
2021,12,77th Street,2,860,BATTERY WITH SEXUAL CONTACT,26
2020,03,Southwest,1,440,THEFT PLAIN - PETTY ($950 & UNDER),525
2022,02,Rampart,1,821,SODOMY/SEXUAL CONTACT B/W PENIS OF ONE PERS TO ANUS OTH,6
2020,05,Harbor,1,320,"BURGLARY, ATTEMPTED",40
2020,15,N Hollywood,2,649,DOCUMENT FORGERY / STOLEN FELONY,28
2022,20,Olympic,2,921,HUMAN TRAFFICKING - INVOLUNTARY SERVITUDE,1
2020,03,Southwest,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",219
2022,02,Rampart,2,920,KIDNAPPING - GRAND ATTEMPT,4
2021,20,Olympic,1,310,BURGLARY,600
2022,07,Wilshire,2,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",86
2020,06,Hollywood,1,440,THEFT PLAIN - PETTY ($950 & UNDER),784
2020,12,77th Street,1,330,BURGLARY FROM VEHICLE,531
2021,17,Devonshire,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",6
2021,03,Southwest,1,220,ATTEMPTED ROBBERY,72
2020,08,West LA,1,480,BIKE - STOLEN,306
2021,10,West Valley,2,865,"DRUGS, TO A MINOR",1
2020,10,West Valley,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),218
2021,15,N Hollywood,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,5
2020,16,Foothill,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,8
2020,21,Topanga,1,220,ATTEMPTED ROBBERY,32
2021,11,Northeast,2,922,CHILD STEALING,4
2022,01,Central,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,299
2021,17,Devonshire,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),65
2020,20,Olympic,2,439,FALSE POLICE REPORT,1
2021,09,Van Nuys,2,922,CHILD STEALING,5
2022,03,Southwest,1,110,CRIMINAL HOMICIDE,18
2022,09,Van Nuys,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),336
2022,04,Hollenbeck,2,910,KIDNAPPING,5
2020,11,Northeast,1,441,THEFT PLAIN - ATTEMPT,15
2022,11,Northeast,1,345,DISHONEST EMPLOYEE - GRAND THEFT,2
2021,20,Olympic,2,438,RECKLESS DRIVING,6
2022,02,Rampart,2,860,BATTERY WITH SEXUAL CONTACT,48
2020,07,Wilshire,2,910,KIDNAPPING,3
2022,03,Southwest,1,421,THEFT FROM MOTOR VEHICLE - ATTEMPT,9
2021,06,Hollywood,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,2
2022,16,Foothill,1,251,SHOTS FIRED AT INHABITED DWELLING,10
2021,11,Northeast,2,933,PROWLER,5
2021,11,Northeast,2,661,UNAUTHORIZED COMPUTER ACCESS,6
2021,14,Pacific,2,347,GRAND THEFT / INSURANCE FRAUD,1
2021,01,Central,1,310,BURGLARY,516
2022,12,77th Street,2,437,RESISTING ARREST,21
2021,21,Topanga,2,901,VIOLATION OF RESTRAINING ORDER,165
2020,04,Hollenbeck,1,648,ARSON,22
2022,18,Southeast,1,520,VEHICLE - ATTEMPT STOLEN,47
2022,10,West Valley,2,933,PROWLER,13
2022,18,Southeast,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),3
2022,18,Southeast,1,210,ROBBERY,590
2022,01,Central,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,16
2022,21,Topanga,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,113
2022,17,Devonshire,1,330,BURGLARY FROM VEHICLE,457
2022,21,Topanga,2,622,BATTERY ON A FIREFIGHTER,6
2022,16,Foothill,2,886,DISTURBING THE PEACE,8
2021,03,Southwest,2,237,CHILD NEGLECT (SEE 300 W.I.C.),23
2020,09,Van Nuys,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,1
2022,10,West Valley,2,900,VIOLATION OF COURT ORDER,122
2021,09,Van Nuys,1,350,"THEFT, PERSON",42
2021,14,Pacific,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2
2020,19,Mission,1,220,ATTEMPTED ROBBERY,30
2021,07,Wilshire,2,850,INDECENT EXPOSURE,8
2022,06,Hollywood,2,888,TRESPASSING,247
2020,02,Rampart,2,928,THREATENING PHONE CALLS/LETTERS,4
2020,08,West LA,1,761,BRANDISH WEAPON,47
2021,09,Van Nuys,1,761,BRANDISH WEAPON,88
2021,01,Central,2,886,DISTURBING THE PEACE,8
2022,05,Harbor,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,1
2020,11,Northeast,2,762,LEWD CONDUCT,6
2022,10,West Valley,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,479
2020,03,Southwest,1,251,SHOTS FIRED AT INHABITED DWELLING,41
2022,09,Van Nuys,2,901,VIOLATION OF RESTRAINING ORDER,113
2021,01,Central,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,1
2021,20,Olympic,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,183
2022,03,Southwest,2,762,LEWD CONDUCT,20
2020,11,Northeast,2,438,RECKLESS DRIVING,1
2020,10,West Valley,1,648,ARSON,21
2021,12,77th Street,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,3
2022,18,Southeast,2,662,"BUNCO, GRAND THEFT",25
2022,04,Hollenbeck,1,820,ORAL COPULATION,6
2022,05,Harbor,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,3
2021,05,Harbor,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,6
2022,14,Pacific,2,901,VIOLATION OF RESTRAINING ORDER,94
2022,18,Southeast,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,17
2022,21,Topanga,2,814,CHILD PORNOGRAPHY,2
2020,12,77th Street,2,888,TRESPASSING,63
2021,10,West Valley,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,33
2021,16,Foothill,2,660,COUNTERFEIT,3
2022,18,Southeast,1,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",1
2022,10,West Valley,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",395
2020,10,West Valley,1,113,"MANSLAUGHTER, NEGLIGENT",2
2020,08,West LA,2,664,"BUNCO, PETTY THEFT",43
2022,18,Southeast,2,890,FAILURE TO YIELD,26
2020,03,Southwest,2,813,CHILD ANNOYING (17YRS & UNDER),10
2020,12,77th Street,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),144
2022,20,Olympic,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,586
2020,21,Topanga,1,410,"BURGLARY FROM VEHICLE, ATTEMPTED",9
2020,18,Southeast,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",2
2020,14,Pacific,2,943,CRUELTY TO ANIMALS,1
2022,17,Devonshire,2,888,TRESPASSING,125
2021,04,Hollenbeck,2,902,VIOLATION OF TEMPORARY RESTRAINING ORDER,14
2021,12,77th Street,2,870,CHILD ABANDONMENT,1
2020,10,West Valley,1,320,"BURGLARY, ATTEMPTED",62
2021,03,Southwest,2,625,OTHER ASSAULT,36
2020,02,Rampart,2,763,STALKING,1
2021,11,Northeast,2,668,"EMBEZZLEMENT, GRAND THEFT ($950.01 & OVER)",55
2021,17,Devonshire,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",404
2020,09,Van Nuys,1,352,PICKPOCKET,2
2021,15,N Hollywood,2,910,KIDNAPPING,6
2022,04,Hollenbeck,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),283
2021,19,Mission,1,210,ROBBERY,223
2022,13,Newton,2,438,RECKLESS DRIVING,1
2021,21,Topanga,1,345,DISHONEST EMPLOYEE - GRAND THEFT,2
2020,04,Hollenbeck,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,4
2020,21,Topanga,2,439,FALSE POLICE REPORT,2
2020,12,77th Street,2,901,VIOLATION OF RESTRAINING ORDER,121
2020,20,Olympic,1,480,BIKE - STOLEN,110
2020,19,Mission,1,110,CRIMINAL HOMICIDE,11
2022,12,77th Street,2,666,"BUNCO, ATTEMPT",7
2020,17,Devonshire,2,890,FAILURE TO YIELD,10
2022,18,Southeast,2,900,VIOLATION OF COURT ORDER,80
2020,01,Central,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,106
2022,16,Foothill,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",3
2022,19,Mission,2,890,FAILURE TO YIELD,27
2022,18,Southeast,1,122,"RAPE, ATTEMPTED",2
2021,17,Devonshire,2,924,TELEPHONE PROPERTY - DAMAGE,1
2022,07,Wilshire,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,12
2021,20,Olympic,1,522,"VEHICLE - MOTORIZED SCOOTERS, BICYCLES, AND WHEELCHAIRS",2
2020,08,West LA,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),69
2022,21,Topanga,1,815,SEXUAL PENETRATION W/FOREIGN OBJECT,12
2020,09,Van Nuys,2,666,"BUNCO, ATTEMPT",3
2020,07,Wilshire,2,822,HUMAN TRAFFICKING - COMMERCIAL SEX ACTS,2
2022,21,Topanga,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,158
2020,11,Northeast,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",326
2022,01,Central,2,436,LYNCHING - ATTEMPTED,1
2021,01,Central,2,814,CHILD PORNOGRAPHY,1
2022,04,Hollenbeck,2,920,KIDNAPPING - GRAND ATTEMPT,1
2021,15,N Hollywood,1,648,ARSON,27
2022,03,Southwest,1,510,VEHICLE - STOLEN,1335
2021,17,Devonshire,2,922,CHILD STEALING,3
2020,20,Olympic,2,951,"DEFRAUDING INNKEEPER/THEFT OF SERVICES, $950 & UNDER",4
2022,18,Southeast,1,761,BRANDISH WEAPON,195
2020,03,Southwest,2,763,STALKING,6
2022,03,Southwest,2,903,CONTEMPT OF COURT,1
2020,21,Topanga,2,662,"BUNCO, GRAND THEFT",72
2020,14,Pacific,1,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,85
2020,01,Central,2,922,CHILD STEALING,1
2020,16,Foothill,2,660,COUNTERFEIT,1
2022,11,Northeast,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),667
2020,05,Harbor,2,237,CHILD NEGLECT (SEE 300 W.I.C.),10
2020,21,Topanga,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,8
2021,15,N Hollywood,1,480,BIKE - STOLEN,115
2021,21,Topanga,2,622,BATTERY ON A FIREFIGHTER,3
2022,03,Southwest,1,761,BRANDISH WEAPON,247
2021,21,Topanga,2,755,BOMB SCARE,3
2021,14,Pacific,2,943,CRUELTY TO ANIMALS,2
2022,08,West LA,1,350,"THEFT, PERSON",38
2022,14,Pacific,1,440,THEFT PLAIN - PETTY ($950 & UNDER),847
2021,01,Central,2,943,CRUELTY TO ANIMALS,2
2022,12,77th Street,2,810,"SEX,UNLAWFUL(INC MUTUAL CONSENT, PENETRATION W/ FRGN OBJ",12
2020,05,Harbor,2,910,KIDNAPPING,8
2021,03,Southwest,2,654,"CREDIT CARDS, FRAUD USE ($950 & UNDER",1
2021,19,Mission,1,110,CRIMINAL HOMICIDE,15
2021,17,Devonshire,2,438,RECKLESS DRIVING,3
2022,16,Foothill,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1
2021,07,Wilshire,2,438,RECKLESS DRIVING,2
2022,11,Northeast,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",383
2020,16,Foothill,2,888,TRESPASSING,75
2021,02,Rampart,1,440,THEFT PLAIN - PETTY ($950 & UNDER),485
2020,07,Wilshire,2,900,VIOLATION OF COURT ORDER,67
2022,17,Devonshire,2,753,DISCHARGE FIREARMS/SHOTS FIRED,11
2022,20,Olympic,1,350,"THEFT, PERSON",69
2020,02,Rampart,1,648,ARSON,38
2022,04,Hollenbeck,1,310,BURGLARY,383
2021,02,Rampart,2,649,DOCUMENT FORGERY / STOLEN FELONY,20
2020,04,Hollenbeck,2,664,"BUNCO, PETTY THEFT",20
2020,15,N Hollywood,1,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),42
2022,19,Mission,2,625,OTHER ASSAULT,29
2021,04,Hollenbeck,2,437,RESISTING ARREST,7
2021,04,Hollenbeck,2,903,CONTEMPT OF COURT,6
2022,11,Northeast,2,653,"CREDIT CARDS, FRAUD USE ($950.01 & OVER)",1
2022,11,Northeast,1,433,DRIVING WITHOUT OWNER CONSENT (DWOC),1
2022,11,Northeast,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,329
2022,10,West Valley,2,845,SEX OFFENDER REGISTRANT OUT OF COMPLIANCE,1
2022,02,Rampart,1,250,"SHOTS FIRED AT MOVING VEHICLE, TRAIN OR AIRCRAFT",12
2020,09,Van Nuys,2,946,OTHER MISCELLANEOUS CRIME,83
2021,10,West Valley,2,354,THEFT OF IDENTITY,680
2021,07,Wilshire,2,664,"BUNCO, PETTY THEFT",29
2021,08,West LA,2,439,FALSE POLICE REPORT,3
2021,01,Central,1,330,BURGLARY FROM VEHICLE,1660
2022,03,Southwest,1,320,"BURGLARY, ATTEMPTED",44
2020,09,Van Nuys,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),249
2022,08,West LA,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),181
2021,16,Foothill,2,623,BATTERY POLICE (SIMPLE),8
2021,03,Southwest,2,928,THREATENING PHONE CALLS/LETTERS,4
2022,16,Foothill,2,762,LEWD CONDUCT,4
2021,01,Central,2,760,LEWD/LASCIVIOUS ACTS WITH CHILD,2
2021,18,Southeast,1,761,BRANDISH WEAPON,209
2022,10,West Valley,2,763,STALKING,7
2020,07,Wilshire,1,235,CHILD ABUSE (PHYSICAL) - AGGRAVATED ASSAULT,6
2021,16,Foothill,2,627,CHILD ABUSE (PHYSICAL) - SIMPLE ASSAULT,34
2020,06,Hollywood,2,890,FAILURE TO YIELD,16
2022,04,Hollenbeck,2,850,INDECENT EXPOSURE,12
2021,07,Wilshire,2,932,PEEPING TOM,10
2021,17,Devonshire,2,437,RESISTING ARREST,3
2022,01,Central,1,820,ORAL COPULATION,20
2021,12,77th Street,1,444,DISHONEST EMPLOYEE - PETTY THEFT,1
2022,11,Northeast,2,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,221
2021,05,Harbor,1,352,PICKPOCKET,2
